Posicao,EMPRESA,SETOR,VENDAS LÍQUIDAS VALOR(EM R$ MILHÕES),VENDAS LÍQUIDAS VALOR(EM US$ MILHÕES),VENDAS LÍQUIDAS CRESCIMENTO(EM %),LUCRO LÍQUIDO AJUSTADO(EM US$ MILHÕES),LUCRO LÍQUIDO LEGAL(EM US$ MILHÕES),PATRIMÔNIO LÍQUIDO AJUSTADO(EM US$ MILHÕES),PATRIMÔNIO LÍQUIDO LEGAL(EM US$ MILHÕES),RENTABILIDADE AJUSTADA(EM %),RENTABILIDADE LEGAL(EM %),RENTABILIDADE SOBRE VENDAS(EM %),CAPITAL CIRCUL. LÍQUIDO(EM US$ MILHÕES),LIQUIDEZ GERAL(EM NO. ÍNDICE),ENDIVIDAMENTO GERAL(EM %),ENDIVIDAMENTO LONGO PRAZO(EM %),RIQUEZA CRIADA(EM US$ MILHÕES),NO. DE EMPREG.,RIQUEZA CRIADA POR EMPREG.(EM US$ MIL),SALÁRIOS E ENCARGOS(EM US$ MILHÕES),TRIBUTOS(EM US$ MILHÕES),EBITDA(EM US$ MILHÕES),EXPORTAÇÃO VALOR(EM US$ MILHÕES),EXPORTAÇÃO % DAS VENDAS,CONTROLE ACIONÁRIO,Ano
100,Rede D'Or São Luiz,Serviços de Saúde,6452.2,1600.8,12,220.1,221.6,1228.2,1183.6,16.9,17.6,13.7,457.9,0.7,61.8,42.8,1078.3,25300,45.7,377.9,148.8,402.6,NA,NA,Brasileiro,2016
498,Produquímica,Química e Petroquímica,1367.9,339.4,7.2,23.9,24.2,136.4,131.8,16.8,17.6,7,-14.7,0.9,59,5.4,NA,NA,NA,NA,NA,60.3,NA,NA,Americano,2016
100,Elektro Redes,Energia,6923.4,1717.7,4.5,116.8,122.8,672.1,661.6,16.5,17.6,6.8,214.8,1.2,65.9,44.6,1130.3,3629,312.1,77.5,873.7,284.8,NA,NA,Espanhol,2019
380,Coasul,Produção Agropecuária,2055.3,509.9,27.6,20,19.8,111.1,108.6,17.4,17.6,3.9,39.5,1,70,18.4,57.1,2856,20.4,24.2,6.6,31.2,105.6,20.7,Brasileiro,2018
336,Supermercado Bahamas,Varejo,2378,590,5.4,10.6,10.7,54,52.8,17.1,17.6,1.8,26.7,1,67.4,18.1,99.9,7612,13.7,58.3,32.1,19,NA,NA,Brasileiro,2018
283,Zema Petróleo,Atacado,2737.6,679.2,5,5.9,6.1,33.5,33.1,16.9,17.6,0.9,16.7,1.4,52.9,13.3,33.6,106,312.2,2.3,22.6,13.7,NA,NA,Brasileiro,2017
139,Coelce,Energia,5119.8,1270.2,4.9,107.6,106.7,627.2,589,16.6,17.5,8.5,61.4,1.1,55.6,27.3,885.8,1186,738.5,NA,703.4,190.6,NA,NA,Italiano,2015
349,CEG Rio,Energia,2085,517.3,-45.1,20.6,17.1,98.7,91.4,19.6,17.5,4,-9.4,0.5,60.4,32.1,76.6,0,NA,1.2,48.1,42.5,NA,NA,Espanhol,2016
486,Unimed Goiânia,Serviços de Saúde,1491.7,370.1,11.4,10.6,11.2,61.9,61.5,16.4,17.5,2.9,12.4,1.2,71.8,17.2,143.2,1381,106.6,18,15.6,0.3,NA,NA,Brasileiro,2017
263,Supermercado Savegnago,Varejo,3001.3,744.6,8.4,12,12.1,64.3,63,17,17.5,1.6,13,1,64.4,8.9,NA,NA,NA,NA,NA,26.9,NA,NA,Brasileiro,2018
107,M. Dias Branco,Bens de Consumo,6063.7,1504.4,5.8,210.3,216.8,1236.3,1197.8,16.4,17.4,14,423.7,1.8,24.1,10.2,626.5,16576,36.8,195.6,183.4,253.9,6.6,0.4,Brasileiro,2016
170,Localiza,Serviços,3867.8,959.6,9.3,132.6,113.1,651.7,607.2,19.1,17.4,13.8,34.2,0.4,62.4,39.3,304.8,4865,63.3,99.9,53.6,147.4,0.4,0,Brasileiro,2016
352,Cosern,Energia,2047.2,507.9,-7.5,49.4,50,246.4,236.6,16.6,17.4,9.7,-18.9,1,63.6,35.5,357.6,779,468.1,27.9,263.1,90.8,NA,NA,Brasileiro,2016
325,Tambasa,Atacado,2411.2,598.2,6.1,35.5,38.6,170.6,170.2,15.9,17.4,5.9,150.7,2.7,33.9,0.5,NA,NA,NA,NA,NA,46.3,NA,NA,Brasileiro,2017
228,Laticínios Bela Vista,Bens de Consumo,3419.9,848.5,6.8,37.8,40.6,235.6,233.6,16,17.4,4.5,127.2,1.9,40.2,4.9,199.6,2578,80.9,40.9,111.5,56.2,0.1,0,Brasileiro,2018
428,Unimed Goiânia,Serviços de Saúde,1812.7,449.7,21.5,11.6,12.6,71.2,70.7,15.9,17.4,2.6,33.1,1.3,65.2,16.5,151.8,1392,109.5,16.7,16.9,5.4,NA,NA,Brasileiro,2018
343,Cisa,Atacado,2275.1,564.4,-8.8,12.1,13.2,69.5,69.3,16,17.4,2.2,34.1,1.1,79.1,12.5,78.2,235,297.4,14.2,41.4,28.5,1.6,0.3,Brasileiro,2017
96,Blueway,Atacado,7238.1,1795.7,10.7,9.9,11.2,64,64,15.5,17.4,0.6,34.5,1.2,85,0,NA,NA,NA,NA,NA,0.3,NA,NA,Bras-Anglo-Holand,2019
19,Cervejaria Ambev,Bens de Consumo,24611.9,6106.1,3.1,2630.3,2853.1,14653.3,14580.2,15.8,17.3,43.1,-427,0.5,36.6,22.8,6059.7,22879,225.3,481.1,3932.9,2026.3,21.6,0.4,Belga,2018
48,Fibria,Papel e Celulose,11948.4,2964.4,113.8,837.6,789.8,3804.1,3661.6,17.8,17.3,28.3,948.2,0.4,67.4,55.3,894.9,4951,179.7,152.8,380.7,1028,2533.4,85.5,Brasileiro,2018
283,Oxiteno Nordeste,Química e Petroquímica,2811.7,697.6,11.5,63.8,68.4,359.8,356.3,16,17.3,9.1,164.5,3.3,20.7,1.3,112.1,318,350.2,16.1,29,95.1,82.8,11.9,Brasileiro,2018
311,Belgo Bekaert Arames,Siderurgia e Metalurgia,2334.5,579.2,-12.3,49.1,54.1,268.3,262,15.4,17.3,8.5,116.5,2.5,23.2,4,188.6,2718,70.7,53.7,68.7,73.1,39.9,6.9,Anglo-Indiano,2016
300,Energisa Mato Grosso do Sul,Energia,2696.3,668.9,9.8,44.6,44.2,220.2,214.4,17.1,17.3,6.7,120.3,1,73.2,54.7,424,1334,306.9,45.6,304.6,106.8,NA,NA,Brasileiro,2018
215,Belagrícola,Produção Agropecuária,3596,892.1,28.9,25.7,26,153.4,150.5,16.7,17.3,2.9,-34.4,1,77.2,26.7,44.3,1184,36.5,21.5,-14.9,24.4,372.6,41.8,Brasileiro,2018
173,Lojas CEM,Varejo,4326.8,1073.5,-2.8,131.6,148.7,819.2,818.9,15.2,17.2,12.3,819.4,4.5,22.1,2.2,NA,NA,NA,NA,NA,145.2,NA,NA,Brasileiro,2018
482,Oleoplan,Produção Agropecuária,1502.1,372.7,-13.1,18.6,19.4,108.8,107.8,16.3,17.2,5,12.9,1,65.9,20.8,29.4,669,45.2,12.1,5.7,19.5,292.7,78.5,Brasileiro,2017
446,Cotrijal,Produção Agropecuária,1656.5,411,20.4,16.8,17.2,104.1,98.6,16,17.2,4.1,27.9,1.1,60.3,7.7,40.9,1342,28.9,21.5,8.3,24.3,62.7,15.2,Brasileiro,2015
402,Interagrícola,Atacado,1768.6,438.8,9.8,10.4,13.6,79.5,79.4,13.1,17.2,2.4,65.2,1.3,72.8,2.2,NA,NA,NA,NA,NA,-27.8,NA,NA,Suíço,2016
18,Cervejaria Ambev,Bens de Consumo,27177.3,6742.6,10.4,2612.3,2922.6,15291.5,15202.8,15.2,17.1,38.7,-551.7,0.5,38.3,23.1,6163.7,22795,269.9,512.4,3800.8,2243.7,19.1,0.3,Belga,2019
356,LDC Sucos,Produção Agropecuária,2023.9,502.1,8.4,70.8,60.6,380.7,355.1,18.6,17.1,14.1,73.9,0.7,62.4,34.4,NA,5454,NA,53.6,NA,102.2,465.2,92.6,Francês,2016
297,Fleury Medicina e Saúde,Serviços de Saúde,2602.6,645.7,9.7,89,86.1,469.7,458.2,17.3,17.1,13.8,167.2,0.7,51.1,33.4,399.5,8693,46.7,129.5,75.5,165.5,0.3,0.1,Brasileiro,2017
238,Alpargatas,Têxteis,3084.4,765.2,-0.2,86.6,99.9,554.5,546.2,14.7,17.1,11.3,284.8,1.4,37.5,19.6,504.1,16781,31.3,148.1,211.7,109.8,78.7,10.3,Brasileiro,2016
105,Elektro Redes,Energia,6625.7,1643.8,3.8,108.1,107.2,607.7,593.6,16.8,17.1,6.6,386.6,1,70.4,50,1016.3,3614,278.3,NA,795.6,240.3,NA,NA,Espanhol,2018
450,Petrobahia,Atacado,1616.4,401,-0.8,2.5,2.3,14.2,13.2,17.3,17.1,0.6,7.5,0.9,64.3,32,13,94,131.2,2.2,2.8,6.4,NA,NA,Brasileiro,2015
255,Cenibra,Papel e Celulose,3098,768.6,28.6,198.7,198.4,1144.6,1123.6,16.8,17,25.9,273.7,1.4,24.8,13.4,375.9,4302,88.5,64.6,94.6,369.9,749.8,97.6,Japonês,2018
201,Cemar,Energia,3487.8,865.3,2.7,110.9,110.5,625.8,601.5,16.5,17,12.8,291.9,1,60.7,38.5,477.7,1132,413.6,25.9,343.1,176.1,NA,NA,Brasileiro,2016
379,Gestamp,Autoindústria,2140.4,531,28.9,26.5,22.1,137.4,130.2,19.3,17,5,-112.5,0.6,76.4,11.8,NA,NA,NA,NA,NA,72.9,NA,NA,Espanhol,2019
440,Interagrícola,Atacado,1675,415.6,-5.3,14.2,15.7,53,53,15.4,17,3.4,35.9,1.2,76.5,2.3,NA,NA,NA,NA,NA,-9.8,NA,NA,Suíço,2017
7,Cargill,Bens de Consumo,36720.1,9110.1,-7.1,185.1,182.8,1118.5,1075.7,16.5,17,2,641.6,0.9,69,33,NA,8861,NA,277.7,NA,134.7,6037.8,66.3,Americano,2016
93,Petróleo Sabbá,Atacado,6687.4,1659.1,4.9,23,26.2,153.2,148.3,14.4,17,1.4,107.7,1.5,47,29.2,NA,NA,NA,NA,NA,55.6,NA,NA,Bras-Anglo-Holand,2016
463,AES Tiete Energia,Energia,1715.7,425.7,-5.5,84.1,74.5,381,360,18.2,16.9,19.8,-78.3,0.3,79.8,56.5,225,467,488.7,25.4,64.9,185.9,NA,NA,Americano,2019
50,CSN,Siderurgia e Metalurgia,11859.7,2942.4,-12.6,452.4,443.9,2595.9,2524.3,16.8,16.9,15.4,122.9,0.5,76.9,56.5,29.7,14630,2.1,274.7,-434.3,-328.5,299.4,10.2,Brasileiro,2019
92,Transpetro,Transporte,7349.2,1823.3,3.8,173.6,151.5,932.2,884.5,18.4,16.9,9.5,426.7,0.4,79.2,64.8,1471.8,6843,213.7,492.6,494.4,709.4,NA,NA,Estatal,2019
166,EDP São Paulo,Energia,4441.3,1101.9,1.8,55.3,55.2,317.2,309.9,16.6,16.9,5,59.9,1.1,70,36.4,836.6,1232,689.7,33.6,728.1,113.9,NA,NA,Português,2018
327,M&G Polímeros,Química e Petroquímica,2357,584.7,3.5,24.1,20.1,129.7,119.1,18.5,16.9,4.1,18.2,0.9,70.3,16.7,NA,NA,NA,NA,NA,65.5,NA,NA,Italiano,2015
387,Mediservice,Serviços de Saúde,1819.3,451.4,13.7,12.9,16.1,81.5,81.4,13.5,16.9,2.9,77.6,1.9,53.3,3.7,15.3,52,256.8,0.6,9.1,12.5,NA,NA,Brasileiro,2016
377,Taurus,Atacado,1993.3,494.5,-2,7.2,7.7,43.1,42.8,15.8,16.9,1.5,26.7,4,17.8,1.4,37.2,59,647.7,1.9,27.8,12.7,NA,NA,Brasileiro,2017
107,Rede (Redecard),Serviços,6833.6,1695.4,2.3,874.2,915.3,5507.2,5217.6,15.3,16.8,51.6,1963.3,1.1,67.5,4.7,1177.2,1393,869.8,64.8,674.1,1008,NA,NA,Brasileiro,2015
412,Mafra Hospitalar,Atacado,1819.5,451.4,39.3,15,15.8,94.3,94.1,15.8,16.8,3.3,72.1,1.3,74.9,33.2,NA,NA,NA,NA,NA,22.5,NA,NA,Brasileiro,2017
351,Equinor Energy,Energia,2244.8,556.9,NA,266.8,271.3,1640.4,1623,16.3,16.7,47.9,285.2,0.6,36.5,32.4,NA,NA,NA,NA,NA,176,NA,NA,Norueguês,2018
434,Usina Delta,Energia,1718,426.2,7.5,91.3,78.8,496.7,470.7,18.4,16.7,21.4,135.3,0.5,56.4,43.1,NA,4000,NA,33.4,NA,210.5,166.5,39.1,Brasileiro,2017
243,JSL,Transporte,3253.6,807.2,2.9,40.6,34,206.2,194.9,18.9,16.7,5,175.4,0.4,89.5,68.4,476.9,14587,31.9,170.7,152.4,118.5,33.2,4.1,Brasileiro,2018
257,Sonda,Varejo,3178,788.4,1.7,24.2,25.2,144.6,142.1,15.8,16.7,3.1,43.6,0.8,64.5,27.1,101.6,9308,11.2,101.6,37.2,4.4,NA,NA,Brasileiro,2019
130,Tag,Transporte,5514.2,1368,4.1,647.7,641.5,3430.3,3342.5,16.4,16.6,47.3,739.9,1,26.6,17.1,1298.6,0,NA,0,585.5,1219.9,NA,NA,Estatal,2018
346,Cenibra,Papel e Celulose,2106.7,522.7,-11.9,141.5,135.7,823.3,781.2,16.5,16.6,27.1,68.6,0.7,31.1,18,147.8,4735,30.7,68,-32.2,218.3,509.7,97.5,Japonês,2016
31,Tim,Telecomunicações,17764.1,4407.2,397.5,968.9,957.7,5620.8,5472.7,16.4,16.6,22,70.2,0.7,44.4,24.5,3114.6,NA,NA,NA,1792.6,2084,NA,NA,Italiano,2019
462,Iharabras,Química e Petroquímica,1638.9,406.6,31,57.9,65.7,378.7,378.2,14.6,16.6,14.2,345.5,3.4,28.8,0.6,106.3,624,173,28.2,32.9,64.4,NA,NA,Japonês,2018
395,Iharabras,Química e Petroquímica,2079.2,515.9,27.9,62.5,72.1,413.6,413,14.4,16.6,12.1,358.6,3,32,0.5,129.4,647,203.7,30.1,42.4,78.9,NA,NA,Japonês,2019
163,EDP São Paulo,Energia,4368.2,1083.7,22.2,52.5,52.1,302.7,296.9,16.4,16.6,4.8,47.7,1,69.6,36.1,759.1,1194,630.5,32,654.4,111.6,NA,NA,Português,2017
98,Drogaria São Paulo,Varejo,6960.5,1726.9,13.1,39.2,40.4,236.3,232.5,15.8,16.6,2.3,178.6,1.1,68.9,22.4,447.1,15985,28.4,203.6,125.8,109.7,NA,NA,Brasileiro,2018
474,Taesa,Energia,1441.2,357.5,-18,188.6,238.3,1191.1,1190.6,13,16.5,52.7,204.1,1.5,48,35.3,360.8,474,787.8,22.5,67.8,289.4,NA,NA,Brasileiro,2016
466,Rio Paranapanema Energia,Energia,1482,367.7,0.4,117.8,99.8,531.5,489.8,18.2,16.5,32,-102.8,0.4,58.3,29.5,271.7,316,854.4,22.1,113.1,230.6,NA,NA,Chinês,2016
356,Hospital Sírio Libanês,Serviços de Saúde,2165,537.1,3,69.9,69.2,427.4,419.6,16.3,16.5,13,113.2,1.1,32.8,17.4,NA,6944,NA,135.5,NA,93.7,NA,NA,Brasileiro,2017
362,Unimed Fortaleza,Serviços de Saúde,2237.6,555.1,7.2,16.6,17.5,106.5,105,15.4,16.5,3,34.3,1.3,61.6,22.1,207.3,3395,61.9,47.7,23.4,22.4,NA,NA,Brasileiro,2019
499,Newland,Varejo,1365.5,338.8,21.1,6.8,7.8,47.6,46.8,14.2,16.5,2,NA,NA,15.2,1,30.8,812,42.8,13.4,9.4,13.1,NA,NA,Brasileiro,2016
368,Mahle,Autoindústria,2083.9,517,4.2,62.8,63.7,369.6,363.8,16,16.4,12.1,136.7,1.1,36.4,20.6,257,6966,37.6,105.9,100.1,83,225,43.5,Alemão,2017
384,Mahle,Autoindústria,2123.4,526.8,-5.3,62,64.3,330.9,323.4,15.5,16.4,11.8,103.2,1,41.9,19.4,302.3,6165,46.9,131.1,111,86.4,195.2,37,Alemão,2019
462,Beneficência Portuguesa São Paulo,Serviços de Saúde,1576.2,391,9.8,37.2,36.5,227.5,222.5,16.4,16.4,9.5,82.3,0.9,52.9,35,188.6,7887,24.8,146.1,0.6,48.9,NA,NA,Brasileiro,2017
176,Lojas CEM,Varejo,3751.9,930.8,-8.2,87.9,110.5,633.8,633.2,13,16.4,9.4,632.7,3.8,25.5,2.2,NA,NA,NA,NA,NA,113.2,NA,NA,Brasileiro,2016
140,Enel Distribuição Ceará,Energia,4663.2,1156.9,-8.8,108.4,108.6,663.7,639.4,15.8,16.4,9.4,28.1,1.1,52.5,22.7,856.9,1140,736.8,36.1,676.7,197.9,NA,NA,Italiano,2016
499,União Química,Farmacêutico,1557.3,386.4,20.4,33.1,35.7,217,214.3,15,16.4,8.6,147.7,1.2,53.8,26.1,266.7,4114,69.1,108.9,118.6,62,24.7,6.4,Brasileiro,2019
447,Energisa Sul Sudeste,Energia,1722.5,427.3,38.8,29.5,28.8,146.9,142.5,16.4,16.4,6.9,61,0.9,70.2,43.6,291.9,1041,277.3,17,238,57.4,NA,NA,Brasileiro,2018
78,Bayer,Química e Petroquímica,8316.5,2063.3,21,124.6,134.8,728.3,721.7,15.1,16.4,6,430.6,1.3,71.2,9.9,NA,3863,NA,273.7,NA,148.2,73.3,3.6,Alemão,2018
214,EDP Espírito Santo,Energia,3596.1,892.2,11,45.2,44.1,245.6,239.4,16.4,16.4,5.1,37.2,1,75.4,50.2,608.2,954,638.2,31,505.9,104.2,NA,NA,Português,2018
102,M. Dias Branco,Bens de Consumo,6184.5,1534.3,-2,221.3,226.6,1358.2,1340.2,15.7,16.3,14.4,526.3,2.4,18.3,8.8,641.6,16679,38.6,195.5,195.5,259.5,NA,NA,Brasileiro,2017
465,Hering,Têxteis,1629.9,404.4,-4.8,56.8,62,344.4,341.6,14.8,16.3,14.1,212.6,3.3,22.7,1.4,183.4,6319,27.5,69.7,51.2,67.2,13.1,3.2,Pulverizado,2018
355,Arlanxeo,Química e Petroquímica,2169.6,538.3,9.8,48.7,52.1,281.9,279.3,15.1,16.3,9,164.8,2,34,20.5,65.5,594,110.4,38.2,12.9,81.1,156.7,29.1,Germano-Saudita,2017
208,Drogarias Pacheco,Varejo,3603.9,894.1,2.3,28.7,30.7,178.2,177.3,15.2,16.3,3.2,131.2,1.8,47.7,3.4,222.6,10060,20.8,82.5,55.2,57.4,NA,NA,Brasileiro,2017
40,Renault,Autoindústria,13646.6,3385.7,10.5,94.5,86.7,547.8,528.6,17.1,16.3,2.8,-126.5,0.8,73,15.6,752,7363,102.4,288.3,775.2,236.9,860.5,25.4,Francês,2018
71,Transpetro,Transporte,8826.9,2189.9,-4.9,338.9,303.5,1702.9,1558.4,NA,16.2,15.5,386,0.5,51.8,40.7,1686.8,7220,230.4,566.5,548.5,549.2,NA,NA,Estatal,2015
291,Fleury Medicina e Saúde,Serviços de Saúde,2737.7,679.2,5.2,89.1,85.8,467.3,452.9,16.3,16.2,13.1,201.5,0.7,54.3,39.1,416.1,9280,46.3,134.1,109.4,174.8,0.5,0.1,Brasileiro,2018
231,Camil,Bens de Consumo,3410.6,846.2,-6.5,86.1,93.1,562.3,557.2,14.9,16.2,10.2,251.7,1.1,43.1,26,220.4,3005,71.3,52,88,77.6,29.7,3.5,Brasileiro,2018
478,Copebras,Mineração,1650.4,409.5,0.6,40.7,41.8,226.1,220.8,15.5,16.2,10,93.2,1.1,43.2,30.1,234.1,1029,226.8,91.9,83.4,89.6,NA,NA,Chinês,2019
262,JSL,Transporte,3115.3,772.9,-4.3,62.9,56,346.7,334.2,17.6,16.2,8.1,258.1,0.6,82.6,68.2,409.3,13466,29.2,222.8,96.5,129.2,NA,NA,Brasileiro,2019
317,Unimed Campinas,Serviços de Saúde,2520.9,625.4,2.4,12.9,14,87.1,86.5,14.8,16.2,2.1,34.3,1.5,56.4,11,330.5,1613,216.4,NA,16.1,16.7,NA,NA,Brasileiro,2018
155,Sanepar,Infraestrutura,4828,1197.8,9.4,278.1,268,1583.5,1531.7,16.2,16.1,23.2,-29.9,0.8,47.9,37.4,800.4,6985,114.3,200.5,230,489.2,NA,NA,Estatal,2019
489,Adecoagro Vale do Ivinhema,Energia,1598.6,396.6,4.6,64.9,57.9,362.2,346,17.2,16.1,16.4,178.6,0.4,70.2,59.7,NA,NA,NA,NA,NA,253.1,NA,NA,Amer./Brasileiro,2019
11,JBS,Bens de Consumo,35813.1,8885.1,1.6,1296.7,1363.1,8585.6,8140.2,14.6,16.1,14.6,-370.2,0.7,56.5,26.8,NA,NA,NA,NA,NA,585.6,3722.8,41.9,Brasileiro,2015
62,Coelba,Energia,10446.9,2591.8,6.7,235,250.5,1316.9,1294.9,14.9,16.1,9.1,169.7,1.1,72.2,52.1,1520.9,4212,383,100.7,1039,530.3,NA,NA,Espanhol,2019
255,Cisa,Atacado,3212.6,797,3.7,12,13.8,79,78.8,13.9,16.1,1.5,41.4,1.1,79.7,9.6,68.6,268,264.2,12.7,45.9,14.9,2.8,0.3,Brasileiro,2019
134,Tag,Transporte,5487.5,1361.4,-0.5,555.7,549.8,2537.7,2438.3,15.7,16,40.8,-212.9,0.1,71.5,64,1163.3,41,NA,NA,452,1091.1,NA,NA,Franco-Belga,2019
299,Eurofarma,Farmacêutico,2562.8,635.8,-2.6,52.4,57,372.7,355.5,NA,16,8.2,20.1,0.8,44.9,13,NA,NA,NA,NA,NA,NA,NA,NA,Brasileiro,2015
127,Celpa,Energia,5136.1,1274.3,-1.1,103.7,97.2,615.2,585.4,16.3,16,8.1,276.6,0.9,72,46.4,778.6,1463,504.3,NA,603.4,211.7,NA,NA,Brasileiro,2016
392,Bahiagás,Energia,2002.1,496.7,22.5,28.5,30.2,157.6,155.3,14.9,16,5.7,60.1,1.9,31.9,1.9,61.1,231,256.1,12.7,22.2,39.8,NA,NA,Estatal,2018
411,J. Macêdo,Bens de Consumo,1812.6,449.7,-10.1,24.5,25.7,161,152.4,14.5,16,5.4,69.3,1,56.3,27.8,130.2,2252,52.3,44.7,50.5,41,NA,NA,Brasileiro,2015
21,Sendas,Varejo,20374.4,5054.8,12.4,140.7,137.5,854.3,837.7,16.1,16,2.8,-58.3,0.9,57.2,12.4,1002.9,29051,37.9,233.3,540.3,279.8,NA,NA,Francês,2017
436,Unimed do Estado de SP,Serviços de Saúde,1783.6,442.5,-16.9,10.6,11.7,73.2,73,14.5,16,2.4,66.1,1.4,64.2,7.7,42.8,872,46.9,24.3,11.3,7.4,NA,NA,Brasileiro,2018
314,Empresa de Navegação Elcano,Transporte,2555,633.9,35.3,11.8,10.9,70.4,68.1,16.7,16,1.9,45.8,0.9,79.9,41,NA,NA,NA,NA,NA,43.3,NA,NA,Espanhol,2018
430,AES Tietê Energia,Energia,1734.1,430.2,-2.4,88.4,80.1,435.5,418.2,16.9,15.9,20.6,-119.1,0.4,71.1,38.1,231,428,584.9,21.4,87,197.9,NA,NA,Americano,2017
432,Berneck,Indústria da Construção,1789.6,444,12.1,66.1,68,416.6,409.6,15.1,15.9,14.9,325.4,0.9,54.4,44.4,219.6,1820,121.6,29.8,88.8,109,176.1,39.7,Brasileiro,2018
138,Enel Distribuição Ceará,Energia,5047.9,1252.4,8.3,116.8,117,705.8,693.5,15.6,15.9,9.3,-29.3,1.1,54.4,20.9,844.7,1163,733.5,36.9,653.4,212.9,NA,NA,Italiano,2017
304,Copagaz,Atacado,2651.2,657.7,14.8,15.5,15.8,89.7,88,15.3,15.9,2.4,28.3,1.4,34.3,15.2,93.8,1849,52.8,34.7,16.6,41.9,NA,NA,Brasileiro,2018
36,CSN,Siderurgia e Metalurgia,14526.3,3603.9,-18.2,531.1,369.5,2542.6,2251.7,20.2,15.8,14.7,1342.6,0.4,81.6,72.6,915.2,14060,59.1,380.8,-3.2,480,1409,39.1,Brasileiro,2015
99,Hydro Alunorte,Química e Petroquímica,6486.5,1609.3,-12.7,236.8,220.4,1387.8,1318.3,16.2,15.8,14.7,-189.8,0.6,39.6,17.6,251.2,1998,NA,53.8,80.4,314,1390.7,86.4,Norueguês,2016
365,Arlanxeo,Química e Petroquímica,1976.3,490.3,2.8,46.6,52.3,313.9,309.5,13.8,15.8,9.5,183.9,2.6,26.6,14,NA,593,NA,37.7,NA,87.3,130.9,26.7,Germano-Saudita,2016
101,Elektro Redes,Energia,6385.1,1584.1,18,100.9,100.5,556.3,545.1,15.5,15.8,6.4,-33.9,1,68.2,31.9,1010.6,3689,273.3,54.2,782.6,234.4,NA,NA,Espanhol,2017
433,Zona Sul,Varejo,1860.1,461.5,6.2,12.1,12.8,78.4,77.2,14.6,15.8,2.6,-2.6,0.8,59.4,22,NA,NA,NA,NA,NA,27.3,NA,NA,Brasileiro,2019
267,Energia Sustentável do Brasil,Energia,2715.6,673.7,-9.2,543.5,362.6,2581.6,2302.3,21.1,15.7,80.7,-169.1,0.1,63,58,NA,320,NA,NA,NA,1039.1,NA,NA,Franco-brasileiro,2016
95,Rede (Redecard),Serviços,6678.4,1656.9,-2.3,865.2,913.2,5771.8,5604.9,14.4,15.7,52.2,2711.6,1.2,67.2,5.1,1190.5,1492,825.3,63.7,658.6,1000.4,NA,NA,Brasileiro,2016
245,Eldorado Brasil,Papel e Celulose,3308.1,820.7,-28.9,163.9,134.3,907,855.8,18.1,15.7,20,-300.4,0.4,68.6,44.6,420.5,4093,108.5,77.7,50.6,361.2,662.7,80.8,Brasileiro,2019
427,AES Tietê Energia,Energia,1815.4,450.4,4.7,83.9,74.5,414,394.3,17,15.7,18.6,35.2,0.3,75.3,55.8,232.5,454,527.3,23.2,77.9,204.4,NA,NA,Americano,2018
125,M. Dias Branco,Bens de Consumo,5729.7,1421.5,-7.3,168.5,177.4,1153.3,1091.9,14.1,15.7,11.9,329.8,1.4,27.5,13,554.8,17500,32,186.1,154.7,201.7,7.2,0.5,Brasileiro,2015
364,ACSC -Ass. Cong. de Santa Catarina,Serviços de Saúde,2104.6,522.2,2.1,46.9,48.4,313.3,309.5,15,15.7,9,75.9,1.6,29.1,8.9,260.5,14208,17.2,210.5,2.8,52.3,NA,NA,Brasileiro,2017
342,Belgo Bekaert Arames,Siderurgia e Metalurgia,2285.7,567.1,-2.1,45.1,47.4,250.7,248,14.8,15.7,8,113,2.2,27.5,3.7,179.7,2521,70,52.3,65.3,63.3,43.1,7.6,Anglo-India/Belga,2017
55,Suzano,Papel e Celulose,10395.9,2579.2,-16.9,599.7,467.7,3058,2803.6,18.5,15.6,23.3,1165.3,0.4,63.5,52,690.3,7747,89.9,NA,266.6,731.6,1712.6,66.4,Brasileiro,2016
448,Gasmig,Energia,1716.4,425.8,7.8,46.8,46,266.2,259,15.5,15.6,11,2.3,0.8,36.8,19.1,94.4,209,446.6,11.2,44.7,62.8,NA,NA,Estatal,2018
160,Braskem Petroquímica,Química e Petroquímica,4426.5,1098.2,0.1,81.4,100.6,608.4,589.1,12.2,15.6,7.4,310.3,2.6,24.4,5.3,NA,255,NA,16.2,NA,128.4,128.3,11.7,Brasileiro,2015
293,EMS Sigma Pharma,Farmacêutico,2618.4,649.6,-5,38.3,48.8,222.6,214.3,12,15.6,5.9,83.3,1.3,58.1,13.1,NA,4548,NA,136.9,NA,63.2,3.7,0.6,Brasileiro,2015
404,Pif Paf,Bens de Consumo,1829.4,453.9,-5.8,13.9,12.7,85.6,79.4,15.8,15.6,3.1,22.9,0.9,60.8,21.2,NA,8454,NA,63.4,NA,42,22,4.8,Brasileiro,2015
80,Mosaic,Química e Petroquímica,7740.6,1920.4,-2.2,44.8,52.4,340.5,335.8,13.2,15.6,2.3,-3.2,1.3,65,2.5,NA,1196,NA,41.7,NA,19.3,39,2,Americano,2016
38,Ale Combustíveis,Atacado,14070.3,3490.8,-10,14.1,9.9,66.5,58,19.6,15.6,0.4,30.5,0.7,85.5,41.1,124.9,1239,98,41.4,27.7,79.8,NA,NA,Brasileiro,2015
