Posicao,EMPRESA,SETOR,VENDAS LÍQUIDAS VALOR(EM R$ MILHÕES),VENDAS LÍQUIDAS VALOR(EM US$ MILHÕES),VENDAS LÍQUIDAS CRESCIMENTO(EM %),LUCRO LÍQUIDO AJUSTADO(EM US$ MILHÕES),LUCRO LÍQUIDO LEGAL(EM US$ MILHÕES),PATRIMÔNIO LÍQUIDO AJUSTADO(EM US$ MILHÕES),PATRIMÔNIO LÍQUIDO LEGAL(EM US$ MILHÕES),RENTABILIDADE AJUSTADA(EM %),RENTABILIDADE LEGAL(EM %),RENTABILIDADE SOBRE VENDAS(EM %),CAPITAL CIRCUL. LÍQUIDO(EM US$ MILHÕES),LIQUIDEZ GERAL(EM NO. ÍNDICE),ENDIVIDAMENTO GERAL(EM %),ENDIVIDAMENTO LONGO PRAZO(EM %),RIQUEZA CRIADA(EM US$ MILHÕES),NO. DE EMPREG.,RIQUEZA CRIADA POR EMPREG.(EM US$ MIL),SALÁRIOS E ENCARGOS(EM US$ MILHÕES),TRIBUTOS(EM US$ MILHÕES),EBITDA(EM US$ MILHÕES),EXPORTAÇÃO VALOR(EM US$ MILHÕES),EXPORTAÇÃO % DAS VENDAS,CONTROLE ACIONÁRIO,Ano
307,VBR,Siderurgia e Metalurgia,2491.2,618.1,-24.2,-29.3,56.1,1579.8,1553.7,-1.8,3.4,-4.7,244.3,2.4,17.6,7.1,NA,3231,NA,139.7,NA,30.5,122.1,19.8,Francês,2015
433,Votorantim Cimentos N/NE,Indústria da Construção,1636.6,406,-25.7,28.9,22.1,695.3,660.8,4.2,3.3,7.1,62.6,0.5,35.4,27.4,276.9,1584,165.1,39,170.2,78.6,NA,NA,Brasileiro,2016
222,Embasa,Infraestrutura,3386.3,840.1,6.3,42.5,48.3,1509.4,1486.4,2.8,3.3,5.1,84,1.8,28.6,20.9,309.4,4577,66.6,176.6,110,140.6,NA,NA,Estatal,2017
486,BP-A Beneficência Portuguesa SP,Serviços de Saúde,1551.6,384.9,-1.9,9,8.1,250.8,244.4,3.6,3.3,2.3,122.4,0.9,46.8,29.8,168.6,7367,22.1,148.8,0.6,31.2,NA,NA,Brasileiro,2018
167,Energisa Mato Grosso,Energia,4318.1,1071.3,21.3,24.1,13.3,436.3,396.5,5.5,3.3,2.3,81.9,0.8,69.5,47.2,807.9,2366,378.1,28.4,715.4,91.5,NA,NA,Brasileiro,2015
60,Gerdau Aços Longos,Siderurgia e Metalurgia,10491.3,2602.8,1.2,36.8,89.7,2730.3,2713,1.3,3.3,1.4,457.6,2.9,16.4,5.6,NA,12110,NA,241.3,NA,213,518.8,19.9,Brasileiro,2019
226,Dasa,Serviços de Saúde,3174.3,787.5,-1.1,5.6,26.2,804.5,790.5,0.7,3.3,0.7,119.7,0.7,42.9,25.3,367.1,16890,21,162.6,99.9,137.5,0.7,0.1,Brasileiro,2016
120,Farmácia Pague Menos,Varejo,5930.9,1471.4,4.3,2.8,9.1,267,259.4,1,3.3,0.2,296.9,1.2,69.5,24.1,304.8,19334,16.3,186.9,50.6,78.2,NA,NA,Brasileiro,2015
358,ALZ Grãos,Atacado,2140,530.9,213.9,1.2,0.9,28.8,28,4.2,3.3,0.2,-4,0.9,80.1,7.6,-3.6,116,-32.6,2.3,0.8,-4.1,520.4,98,Brasileiro,2017
391,Compesa,Infraestrutura,1806.5,448.2,-8.4,50.3,40.4,1303.7,1242,3.8,3.2,11.2,136.7,0.6,26.1,20.8,241.7,3457,70.6,63.2,106.7,67.1,NA,NA,Estatal,2016
408,CDHU,Serviços,1898.7,471.1,NA,31.2,80.7,2491.8,2491.7,1.3,3.2,6.6,283.2,8.1,12.3,8.9,NA,638,NA,NA,NA,80.7,NA,NA,Estatal,2018
215,Embasa,Infraestrutura,3659.4,907.9,1.5,47.2,46.1,1490.7,1448.8,3.2,3.2,5.2,119.8,1.5,27.3,20.4,314.6,4917,63.2,NA,110.1,134.3,NA,NA,Estatal,2019
424,Anglo Gold Ashanti,Mineração,1820.5,451.7,-4,15.3,15.1,453.5,443.7,3.2,3.2,3.4,44.5,1,29.2,17.8,182.3,3468,52.5,84.4,80.4,94.6,450.5,99.7,Sul-africano,2018
449,Randon,Autoindústria,1630.8,404.6,6.6,9.2,12.5,388.8,384.5,2.3,3.2,2.3,180,0.9,58.8,34.6,71.5,3110,22.7,48.7,21.2,14.3,23.9,5.9,Brasileiro,2017
356,Refinaria Riograndense,Química e Petroquímica,2218.6,550.4,27.9,1.6,1.6,27.1,25.8,3.2,3.2,0.3,-4,0.8,82.1,16.1,104.4,309,340.2,7.6,97.9,4.5,NA,NA,Brasileiro,2018
444,EDE,Serviços,1819.2,451.3,17.8,24.6,46.9,1486.2,1465.4,1.6,3.1,5.5,92.9,0.5,31.6,24.6,214.5,NA,NA,NA,1.4,108.1,NA,NA,Brasileiro,2019
124,Celg D,Energia,5385.5,1336.1,18,44.8,29.6,955.8,943.9,4.7,3.1,3.4,-52.2,0.6,62.6,42.1,NA,1098,NA,77.3,NA,115.3,NA,NA,Italiano,2017
482,Evonik,Química e Petroquímica,1577.6,391.4,30.3,6.4,7.9,255.7,251,2.5,3.1,1.6,76.5,1.7,29.1,8.9,128,529,242,32.2,78.8,35.9,33.4,8.5,Alemão,2018
53,Light Sesa,Energia,10956.3,2718.2,1.7,28.8,19.9,658.9,633,4.3,3.1,1.1,146.3,0.9,82.5,56.5,2375.1,4459,571.9,92.4,2102.5,296.6,NA,NA,Brasileiro,2018
79,Celesc,Energia,7633.4,1893.8,12.1,18.8,9,300.1,282.7,6.2,3.1,1,-171,0.7,86.4,33.4,1496.5,3298,450.4,116.6,1272.7,118.2,NA,NA,Estatal,2017
461,Positivo Tecnologia,Indústria Digital,1721.8,427.2,-14,1.1,4.1,131.3,130.8,0.8,3.1,0.2,58.7,1.2,70.1,11.1,91.9,1581,56.3,31.6,46.3,25.8,0.8,0.2,Brasileiro,2019
344,Marisa,Varejo,2298,570.1,-5.8,3.7,7.3,254.5,252,1.4,2.9,0.6,4.6,1.2,61.9,18,367.5,12376,28.4,NA,269.8,70.2,NA,NA,Brasileiro,2018
305,Alcoa,Mineração,2535.3,629,33.1,21.6,50.2,1787.3,1782.5,1.2,2.8,3.4,123.3,3,8.9,1.4,NA,959,NA,36.5,NA,52.8,179.5,28.5,Americano,2017
388,Eletrosul,Energia,2104.7,522.2,-1.2,17,42.5,1513.5,1496.1,1.1,2.8,3.3,178.6,1.3,39.1,30.9,379.4,1058,348.7,78.2,115,166.7,NA,NA,Estatal,2019
320,Movida Rent a Car,Serviços,2449.5,607.7,41.2,19,13.8,508.4,495.9,3.7,2.8,3.1,-101.6,0.5,46.2,11.9,148.4,2736,57.2,38.5,45.4,63.8,NA,NA,Brasileiro,2017
263,Allied,Atacado,2874.2,713.1,NA,5,6.7,230.2,227.9,2.1,2.8,0.7,88,1.1,61.8,10.7,NA,905,NA,28.6,NA,29.2,NA,NA,Americano,2017
247,Albras,Siderurgia e Metalurgia,2983.6,740.2,-10.7,5.1,17,617.1,603.4,0.8,2.8,0.7,62,3.3,17.8,3.6,56.2,1177,44.2,32.4,18.5,48.3,418.8,56.6,Norueguês,2016
192,Mateus Supermercados,Varejo,3862.8,958.4,7,5.1,0.6,26.9,20.7,19.1,2.8,0.5,54.1,0.7,90.6,49.3,142,12864,11.7,95.7,0.8,25.1,NA,NA,Brasileiro,2015
441,CDHU,Serviços,1822,452,-4,1.1,70.3,2551.9,2551.9,0,2.8,0.2,299.8,8.6,11.7,8.1,NA,556,NA,NA,NA,71.7,NA,NA,Estatal,2019
108,Mateus Supermercados,Varejo,6467.6,1604.6,15,3.6,0.5,22.7,19,15.9,2.8,0.2,209.7,0.6,96.1,73.5,NA,NA,NA,NA,NA,48.7,NA,NA,Brasileiro,2019
378,Compesa,Infraestrutura,1971.4,489.1,-18.4,48.5,33.4,1325.1,1223.8,3.6,2.7,9.9,98.3,0.5,25.7,19.6,222.7,3392,66.7,60.9,96.4,63.8,NA,NA,Estatal,2015
385,Caesb,Infraestrutura,1841.4,456.9,-1.4,20.3,9.6,381.1,354.7,5.3,2.7,4.4,37.4,0.4,54.2,40,324.6,2517,128.7,159,116.3,58,NA,NA,Estatal,2016
276,Burger King,Varejo,2931.9,727.4,26.5,9.1,12,452.8,443.3,2,2.7,1.3,47.3,0.6,49.1,30.4,261,17668,15.1,132.3,84.2,79.8,NA,NA,Brasileiro,2019
205,Copacol,Produção Agropecuária,3464.6,859.6,-0.4,9,8,295.5,281.8,2.9,2.7,1,100.6,0.9,66.6,21.2,154.2,8804,17.5,82.3,52.6,53.8,283,32.9,Brasileiro,2016
346,Agrex do Brasil,Atacado,2260.7,560.9,-15.8,2.7,2,78.5,76.2,3.4,2.7,0.5,-7.3,0.9,83.1,26.6,NA,NA,NA,NA,NA,-12.7,NA,NA,Japonês,2017
264,Casa da Moeda,Diversos,2735.5,678.7,-8.3,1.6,16.6,631.2,620.9,0.3,2.7,0.2,189.8,2.6,28.4,7.4,192.3,2713,71.8,135.9,36.3,31.9,0.7,0.1,Estatal,2016
41,Suzano Papel e Celulose,Papel e Celulose,13640,3384,32.1,141.6,82.4,3244.7,3108.6,4.4,2.6,4.2,6231.9,0.7,77,66.5,1755.6,8067,220.9,263.4,84.3,1638.7,2375.3,70.2,Brasileiro,2018
196,Aperam,Siderurgia e Metalurgia,4012,995.4,-10.5,16.3,14.5,568.9,551.3,2.9,2.6,1.6,183.8,0.7,53.8,38,203.2,2298,85.5,54.3,106.1,93.8,112.9,11.3,Anglo-Indiano,2019
69,Syngenta,Química e Petroquímica,8680.7,2153.7,-20.8,-8.3,25.6,963.1,957.4,-0.9,2.6,-0.4,648.2,1.5,64.5,1,363.3,2952,146.2,146,101.4,81.7,63.1,2.9,Suíço,2016
426,Tigre,Indústria da Construção,1740.3,431.8,NA,3.2,4.1,167.7,166.9,1.9,2.5,0.7,108.2,1.6,48.5,16.9,NA,NA,NA,NA,NA,5.7,NA,NA,Brasileiro,2017
456,Moinho Iguaçu Agroindustrial,Atacado,1662.8,412.5,83.4,0.9,0.3,11.1,10.2,8.3,2.5,0.2,9.7,0.8,93.5,26.4,16,332,49.5,6.6,-0.3,9.2,275.1,66.7,Brasileiro,2018
346,AWA Brasil,Mineração,2359.5,585.4,-20.1,24.8,34.8,1461.5,1428.6,1.7,2.4,4.2,71.1,2.8,10.3,2.7,NA,776,NA,20.3,NA,146.5,513.7,87.8,Americano,2019
375,UPL do Brasil,Química e Petroquímica,1999.5,496.1,5.6,2,3.9,160.9,160,1.2,2.4,0.4,182.7,1.3,67.6,27,65,496,131.9,26.3,4.4,39.1,0.4,0.1,Indiano,2017
476,NovaAgri,Transporte,1656.7,411,49.1,0.8,1.2,50.3,49.3,1.6,2.4,0.2,-33.2,0.8,71.7,1.9,NA,249,NA,7.9,NA,-3.9,390.3,95,Japonês,2019
13,GPA,Varejo,27848.1,6909,-7.2,6.6,73.7,3232.5,3074,0.2,2.4,0.1,-58.5,0.8,50.5,21.9,1478.4,68158,21.3,628.6,236.2,433,NA,NA,Francês,2015
337,Alcoa,Mineração,2447.7,607.3,-16.8,-0.9,38.3,1468.1,1462.6,-0.1,2.4,-0.1,56,1.4,17.2,8.3,NA,802,NA,18.3,NA,54.2,228,37.5,Americano,2019
98,Fibria,Papel e Celulose,7033.2,1744.9,33.7,32.4,100.5,3989.9,3746.3,0.7,2.3,1.9,-248.2,0.4,61.2,51.4,591.8,4197,139.4,95.8,-169.9,680.7,1676,96.1,Brasileiro,2015
495,Lojas Yamada,Varejo,1449,359.5,-26.6,3.5,0.6,28.2,23.4,12.1,2.3,1,15.3,0.7,85.5,31.6,104,NA,NA,NA,44.2,9.6,NA,NA,Brasileiro,2015
114,Rede (Redecard),Serviços,6205.5,1539.5,-16.1,10.9,98.9,4258.3,4244.8,0.3,2.3,0.7,1119.1,1.3,76,0.2,247.9,2056,127.5,79.8,209.9,764.5,NA,NA,Brasileiro,2018
316,VLI Multimodal,Transporte,2301.8,571.1,-8.3,4,56.9,2457.9,2420,0.2,2.3,0.7,-43.4,0.3,30,22.3,154.2,883,220.7,16.7,53.1,256.1,NA,NA,Brasileiro,2016
261,Equinor Brasil,Energia,3016.6,748.4,43.1,113.2,100,4585.9,4487.3,2.5,2.2,15.1,497.4,0.6,25.2,21.7,NA,NA,NA,NA,NA,695.2,NA,NA,Norueguês,2018
317,BMTE,Energia,2457.5,609.7,-33.6,27.2,18.2,832.3,809.8,3.3,2.2,4.5,120.1,0.2,54.1,50.9,NA,120,NA,5.3,NA,161.1,NA,NA,Chinês,2017
15,JBS,Bens de Consumo,25680.4,6371.2,-18.6,134,143.4,6633.2,6520.8,2,2.2,2.1,-1397.6,0.5,54.8,33,763,NA,NA,NA,673.3,-524.4,2261.8,35.5,Brasileiro,2017
365,Eletrosul,Energia,2143.8,531.9,-5.2,9.1,31.6,1575.7,1559.7,0.6,2,1.7,229.9,1.2,40.8,33.6,422.3,1123,359.1,86.7,148.9,245.7,NA,NA,Estatal,2018
231,Belagrícola,Produção Agropecuária,3130.6,776.7,-14.7,4.5,1.5,69,62.7,5.5,2,0.6,-76.9,0.9,88.9,41.5,64.1,1432,42.5,28.8,-0.9,31.7,330.2,42.5,Brasileiro,2016
55,Klabin,Papel e Celulose,10611.5,2632.7,15.1,89.6,35.6,1730.6,1628.4,4.5,1.9,3.4,1752.1,0.5,77.5,65,1269.1,14102,89.9,366,105,1020.1,1179.4,44.8,Brasileiro,2018
460,TecBan,Indústria Digital,1589.7,394.4,1.9,11.3,2.2,131.7,114.1,8.6,1.9,2.9,-71,0.3,67.3,35.7,214.2,2852,80.2,74.2,58.8,68.7,NA,NA,Brasileiro,2015
225,Embasa,Infraestrutura,3182.7,789.6,-0.9,17.9,27.5,1519.3,1465.8,1.2,1.9,2.3,59.6,1.5,29.2,22,273,4707,57,133.8,116.8,109.3,NA,NA,Estatal,2016
358,Mahle,Autoindústria,1999,495.9,-16,6.6,6.8,355.9,340.2,1.7,1.9,1.3,146.3,1,44.5,29,164.2,6697,23.9,104.7,72.8,-1.8,227.6,45.9,Alemão,2016
345,Conab,Diversos,2106.8,522.7,55.3,1.1,2.1,113.2,109.5,1,1.9,0.2,-143.8,1.1,83.8,2.1,252.7,5071,50.1,NA,31.7,4.5,NA,NA,Estatal,2016
372,FCA,Transporte,2049.3,508.4,1.2,47.4,8.6,543.2,468.9,8.7,1.8,9.3,64.4,0.4,64.9,57.8,120.1,5275,23,107.8,16.9,79,NA,NA,Brasileiro,2015
482,Arauco,Indústria da Construção,1512.7,375.3,6.7,6.1,7.1,426.3,399.4,1.4,1.8,1.6,40,0.7,32.7,17.8,173.5,1175,153.7,28.2,127.4,42.9,45.6,12.1,Chileno,2015
425,Hospital 9 de Julho,Serviços de Saúde,1723.9,427.7,13,5.6,2.2,136.9,124.9,4.1,1.8,1.3,-14.3,0.6,57.4,23,NA,NA,NA,NA,NA,29.4,NA,NA,Brasileiro,2015
380,Tigre,Indústria da Construção,1968.2,488.3,-13.6,-8.7,6.7,374.6,365.6,-2.3,1.8,-1.8,165.4,1.4,34.4,19.4,NA,NA,NA,NA,NA,33.8,NA,NA,Brasileiro,2015
48,Usiminas,Siderurgia e Metalurgia,10962.4,2719.7,28.2,52.9,62.6,3762.3,3698.3,1.4,1.7,1.9,698.7,0.8,40.7,31.7,652.8,8503,76.7,232.1,317.1,408.1,366,13.5,Nipo-ítalo-Brasil.,2017
195,Prosegur,Transporte,3533,876.5,-6.7,4.3,5.9,345.6,331.6,1.2,1.7,0.5,50.6,1.1,48.1,21.9,NA,NA,NA,NA,NA,53.2,NA,NA,Espanhol,2016
272,Comerc Energia,Energia,2980.9,739.6,28.4,-0.3,0.7,40.9,40.7,-0.7,1.7,0,12.6,1,96.1,48.3,37.5,419,103.7,9.1,16.3,2.6,NA,NA,Brasileiro,2019
353,Soluções Usiminas,Siderurgia e Metalurgia,2038.6,505.8,-13.4,-2,5,294.1,288.9,-0.7,1.7,-0.4,158.4,2.8,25.4,11.8,NA,1295,NA,40.5,NA,14.8,0.2,0,Japonês,2016
144,Chesf,Energia,5021.6,1245.8,-6,-12,69.3,3986.4,3979,-0.3,1.7,-1,624.1,1.7,41.3,32.5,781.9,3816,196.4,268.8,431.4,219.4,NA,NA,Estatal,2018
470,Energia Pecém,Energia,1549,384.3,-0.5,55.4,6.5,470.8,396.3,11.8,1.6,14.4,50.4,0.4,67.6,57.1,173.2,273,573.4,10.8,54.9,153.5,NA,NA,Brasileiro,2015
399,AWA Brasil,Mineração,1776.5,440.7,-12.4,13.7,28.4,1870.4,1805.8,0.7,1.6,3.1,80.3,3.9,6.8,2.3,NA,NA,NA,NA,NA,115.7,NA,NA,Americano,2016
106,Raízen Energia,Energia,6866.5,1703.6,-15.7,47.1,34.8,2250.4,2121.6,2.1,1.6,2.8,912.8,0.7,64.8,46,696,21404,36.9,407.9,17.3,497.8,1149.6,67.5,Bras-Anglo-Holand,2015
150,Mateus Supermercados,Varejo,4293.1,1065.1,11.1,3.6,0.3,24.1,19.8,14.8,1.6,0.3,63.8,0.7,93.2,47.9,NA,17727,NA,NA,NA,34.5,NA,NA,Brasileiro,2016
12,JBS,Bens de Consumo,31553.8,7828.4,-11.9,21.8,103.9,6827.1,6570.4,0.3,1.6,0.3,-1511.8,0.6,56.8,29.4,1293.5,NA,NA,NA,74.3,453.5,2857.4,36.5,Brasileiro,2016
25,Embraer,Autoindústria,18749.3,4651.6,28.1,-11.3,71,4421.3,4292.3,-0.3,1.6,-0.2,2698.6,0.9,63.4,39.9,1141,17007,66.9,722.9,331.2,468.3,4180.1,89.9,Pulverizado,2015
416,Positivo Informática,Indústria Digital,1702.4,422.4,-3,-3,2.4,155.8,154.6,-1.9,1.6,-0.7,99.3,1.3,68.4,10.8,117.9,2350,50.7,41.6,42.7,40.3,NA,NA,Brasileiro,2016
183,Norte Energia,Energia,4308.3,1068.9,-4.5,260.3,52,3793,3481.2,6.9,1.5,24.3,-821.1,0.1,67.4,58,656.1,369,1799.9,NA,173.1,719.5,NA,NA,Brasileiro,2019
14,Shell Brasil,Energia,32609.3,8090.2,9.4,398.9,65,4873.4,4410.2,8.2,1.5,4.9,-1243.2,0.2,75.8,59.4,NA,893,NA,NA,NA,3348.3,7661.6,94.7,Anglo-holandês,2019
44,Usiminas,Siderurgia e Metalurgia,13002.3,3225.8,-2.4,24.3,52.9,3558.2,3484.1,0.7,1.5,0.8,996.5,1,41.4,31.1,459.6,8196,55.8,216.4,205.7,223.5,323.7,10,Nipo-ítalo-Brasil.,2019
300,Esho,Serviços de Saúde,2564.5,636.2,14.5,3.8,14.6,984.1,976.2,0.4,1.5,0.6,38,0.6,17.7,11.5,NA,NA,NA,NA,NA,22.1,NA,NA,Brasileiro,2017
86,Cemig GT,Energia,7391.5,1833.8,-19.2,1.6,19.3,1306.9,1266.8,0.1,1.5,0.1,-833.8,0.5,71.7,42.8,841.3,1582,513.2,NA,325.4,383.9,NA,NA,Estatal,2016
374,Alcoa,Siderurgia e Metalurgia,1904.9,472.6,-21.3,-35.9,27,1770.1,1754.2,-2,1.5,-7.6,70.5,2.1,10.1,4.8,NA,NA,NA,NA,NA,13.6,NA,NA,Americano,2016
104,Hydro Alunorte,Química e Petroquímica,6089.9,1510.9,-6.1,21.4,15.5,1226.5,1194.4,1.6,1.2,1.4,-275.9,0.7,44.6,16.5,82.8,1968,41.8,NA,-33.1,182.8,1287.3,85.2,Norueguês,2017
296,Vigor,Bens de Consumo,2605.2,646.3,-8.5,4.8,5.3,436.4,428.4,NA,1.2,0.7,136.2,0.9,50.7,26.6,NA,NA,NA,NA,NA,45.8,NA,NA,Mexicano,2017
228,Sotreq,Atacado,3289.7,816.2,2.2,2.4,1.9,162.9,159.3,1.4,1.2,0.3,95.9,0.9,75,29.2,NA,3934,NA,74.8,NA,45.7,3.2,0.4,Brasileiro,2017
165,Profarma,Atacado,4598.5,1140.9,11.9,-3.7,3,249.8,249.2,-1.5,1.2,-0.3,149.7,1.2,62.3,11.6,207.3,3046,72.2,34.4,160.2,25.5,NA,NA,Brasileiro,2019
456,SLC Agrícola,Produção Agropecuária,1533.3,380.4,30,-11,8.3,683.8,677.5,-1.6,1.2,-2.9,149.8,1,48.5,17,135.5,2434,50.8,33.4,28.7,28,158.1,41.6,Brasileiro,2016
239,Embasa,Infraestrutura,3279.9,813.7,-5.7,12,17.3,1627,1522.8,0.7,1.1,1.5,51.2,1.2,30.8,24.1,301.1,4878,60.8,176.6,100.1,127.2,NA,NA,Estatal,2015
95,Gerdau Açominas,Siderurgia e Metalurgia,6796.7,1686.2,7,24,18.4,1653.3,1613.8,1.4,1.1,1.4,376.3,0.8,45.1,26.4,NA,NA,NA,147.4,NA,246.9,525,31.1,Brasileiro,2017
389,Extrafarma,Varejo,1818.7,451.2,9.6,0.5,3.9,367.9,356.6,0.1,1.1,0.1,86.7,1.5,26.6,11.4,102.1,5846,18,58,21.8,18.9,NA,NA,Brasileiro,2016
419,Caesb,Infraestrutura,1770,439.1,-3.9,9,3.8,394.4,381.7,2.3,1,2,12.2,0.4,55,38.2,288.8,2577,114,178.1,67.5,32.1,NA,NA,Estatal,2017
313,FCA,Transporte,2559.3,635,9.6,9.5,11.5,1194.6,1168,0.8,1,1.5,3.8,1.3,18.3,9.2,159.4,5583,28.6,79,39.5,143.1,NA,NA,Brasileiro,2018
220,Prosegur,Transporte,3445.9,854.9,-2.5,3.1,3.4,326,319.8,0.9,1,0.4,61.4,1.2,41.8,20.1,NA,40991,NA,427.6,NA,55.8,NA,NA,Espanhol,2017
242,Accenture,Serviços,3039.2,754,-2.3,-2,3.1,319.8,318.1,-0.6,1,-0.3,147.8,2.4,37.8,1.7,NA,NA,NA,NA,NA,39.3,NA,NA,Americano,2016
23,Amil,Serviços de Saúde,22083.5,5478.8,3,-39.9,32.3,3107,3094.1,-1.3,1,-0.7,-49.7,1.5,29.4,6.5,NA,NA,NA,NA,NA,46.9,NA,NA,Americano,2019
180,BMTE,Energia,3701.7,918.4,NA,-8.6,5.9,603.1,603.1,-1.4,1,-0.9,-558.1,0,49.8,2.2,69.8,57,1258,5.2,24.3,66.6,NA,NA,Chinês,2016
325,ACSC -Ass. Cong. de Santa Catarina,Serviços de Saúde,2377.1,589.8,12.4,-5.7,3.1,323.4,310,-1.8,1,-1,149.1,1.8,31.1,10.1,244,16620,15.5,267.9,3.6,11.1,NA,NA,Brasileiro,2015
246,Dasa,Serviços de Saúde,3210.2,796.4,6.6,12.6,7,884.9,819.3,1.4,0.9,1.6,130.8,0.7,39.5,24.9,371,18142,19.4,NA,101.6,99.1,NA,NA,Brasileiro,2015
127,CBA,Siderurgia e Metalurgia,5712.4,1417.2,16.3,7.8,11.2,1341.5,1310.6,0.6,0.9,0.6,316.9,0.9,45.4,32.1,544.6,5098,106.1,137.1,227.8,227,193.6,13.7,Brasileiro,2018
296,Itambé Alimentos,Bens de Consumo,2708.6,672,1.1,0.6,1.5,163.6,160.2,0.3,0.9,0.1,21.7,1.1,53.2,5.4,NA,NA,NA,NA,NA,18.2,NA,NA,Brasileiro,2018
394,Caesb,Infraestrutura,1892.3,469.5,6.9,21.5,2.9,397.6,353.6,5.4,0.8,4.6,-1.6,0.4,54,36.5,324.8,2513,127.3,165.9,94.8,61.1,NA,NA,Estatal,2015
39,AES Eletropaulo,Energia,13269.7,3292.2,-21.7,34,5.8,812.6,744.8,4.1,0.8,1,-46.9,0.8,78.9,51,2713.3,7280,375.7,191.7,2321.3,203,NA,NA,Americano,2016
102,Eletronorte,Energia,6946.1,1723.3,-14.3,-87.7,29.9,3681.2,3517.8,-2.1,0.8,-5.1,-127.1,1,50.1,36.6,794.5,3345,237.2,353.9,363.6,242.2,NA,NA,Estatal,2015
441,Usina Delta,Energia,1598,396.5,5.5,29,3.1,503.5,447.4,5.7,0.7,7.3,25.6,0.3,60,43.8,NA,3928,NA,NA,NA,193.5,NA,NA,Brasileiro,2016
476,Kinross Brasil Mineração,Mineração,1523.2,377.9,-33.5,10.4,7.2,1110.4,1084.6,0.9,0.7,2.8,66,0.6,26.4,18.2,NA,1546,NA,63.5,NA,96.8,376.8,99.7,Canadense,2017
287,Itambé Alimentos,Bens de Consumo,2678.4,664.5,-13.4,0.6,1.3,182.3,179.4,0.3,0.7,0.1,22,1.2,49.5,8.6,NA,NA,NA,NA,NA,18.9,NA,NA,Brasileiro,2017
186,DuPont,Química e Petroquímica,3842.2,953.2,-8.7,-2.6,4,588.7,584.3,-0.4,0.7,-0.3,386.2,1.4,62.7,21.1,NA,1732,NA,76.8,NA,-77.9,18.5,1.9,Americano,2017
245,Santo Antônio Energia,Energia,3229,801.1,2.1,314,9.9,2432.6,1977.3,12.9,0.5,39.2,-159.7,0.2,68.8,60.7,424.6,492,896.8,16.7,-79.1,250.9,NA,NA,Brasileiro,2015
467,Usina da Pedra,Energia,1562.4,387.6,3.5,10.7,0.8,205.3,184.9,5.2,0.5,2.8,10.2,0.5,65,45.6,108.3,4707,22.9,68.1,5.7,35.9,100.9,26,Brasileiro,2015
352,Tivit,Indústria Digital,2186.4,542.4,-4,12.4,2.1,453.5,412.3,2.7,0.5,2.3,-19.3,0.3,44.6,30.5,NA,28000,NA,344,NA,77.4,3.6,0.7,Americano,2015
238,Nexa Resources,Mineração,3213.6,797.3,19.2,-2.3,5.6,1250.1,1235.6,-0.2,0.5,-0.3,180.5,0.4,55.3,47.3,350.5,3686,96.1,110,122.2,139.2,206.2,25.9,Brasileiro,2017
20,Amil,Serviços de Saúde,20454.7,5074.7,7.1,-27.8,14.3,3103.1,3093.7,-0.9,0.5,-0.5,49.8,1.7,26.7,5,NA,NA,NA,NA,NA,68.1,NA,NA,Americano,2017
184,Duratex,Indústria da Construção,3632.7,901.3,-16.2,-8.7,6.5,1302.9,1263,-0.7,0.5,-1,239.8,0.7,39.8,26.8,270.4,11055,23.3,126.8,101.6,82.6,99.7,11.1,Brasileiro,2016
235,Embratel TVSAT Telecomun.,Comunicações,3317.2,823,-13.3,-96.7,9.7,1896,1895.8,-5.1,0.5,-11.7,NA,NA,11.6,1.6,NA,58,NA,NA,NA,-127.6,NA,NA,Mexicano,2015
332,CCR Metrô Bahia,Transporte,2372.7,588.7,9.2,8.4,0.5,157.5,147.6,5.3,0.4,1.4,-78.4,0.6,87.7,70.2,134.9,1522,101.8,21.7,7.4,44.1,NA,NA,Brasileiro,2017
306,VLI Multimodal,Transporte,2705,671.1,6.7,-27,9.7,2191.2,2165.8,-1.2,0.4,-4,200.3,0.4,47.7,39.5,NA,1053,NA,46.6,NA,265.2,NA,NA,Brasileiro,2019
206,VSB,Siderurgia e Metalurgia,3617.5,897.5,NA,3.8,2.8,1119.6,1099.8,0.3,0.3,0.4,139.3,1.4,33.6,10.6,361.7,5673,67.4,141.3,109.6,72.9,448.9,50,Francês,2017
168,Energisa Mato Grosso,Energia,4231.4,1049.8,11,3.5,1.3,495.2,483,0.7,0.3,0.3,7.1,1,69.2,42.5,647.9,2423,274.2,32.6,534,138.3,NA,NA,Brasileiro,2017
459,Concessionária Porto Novo,Infraestrutura,1592.8,395.2,21.6,0.2,0,1.3,1.1,NA,0.3,0.1,128.5,1,99.6,42.8,112.2,270,347.4,9.1,70.4,32.7,NA,NA,Brasileiro,2015
186,Casas Pernambucanas,Varejo,4018.1,996.9,-20.4,-2.8,0.9,282,265.5,-0.9,0.3,-0.3,-53.3,0.8,74,17,NA,NA,NA,NA,NA,5.9,NA,NA,Brasileiro,2015
408,Iochpe-Maxion,Autoindústria,1835.6,455.4,46.5,-4.3,1.7,646.1,641.1,-0.7,0.3,-1,5.2,1,29.4,7.9,274.4,NA,NA,NA,112.1,30.9,NA,NA,Brasileiro,2017
